bucket_5min,rail_event_count,rail_product_count,rail_qnt_sum,rail_qnt_mean,active_rail_count,a4_rail_event_count,a4_rail_qnt_sum,HANDLE,ROOM_MIRROR
2026-03-12 16:25:00,244,7,124,0.5081967213114754,4,12,9.0,59,185
2026-03-12 16:30:00,300,9,166,0.5533333333333333,4,13,12.0,152,148
2026-03-12 16:35:00,205,7,172,0.8390243902439024,4,30,28.0,154,51
2026-03-12 16:40:00,239,8,195,0.8158995815899581,4,27,27.0,195,44
2026-03-12 16:45:00,313,7,151,0.48242811501597443,4,20,9.0,189,124
2026-03-12 16:50:00,257,5,168,0.6536964980544747,4,12,3.0,201,56
2026-03-12 16:55:00,291,5,159,0.5463917525773195,4,12,0.0,278,13
2026-03-12 17:00:00,379,4,208,0.5488126649076517,4,9,0.0,246,133
2026-03-12 17:05:00,371,4,147,0.39622641509433965,4,23,3.0,259,112
2026-03-12 17:10:00,303,4,152,0.5016501650165016,4,12,0.0,226,77
2026-03-12 17:15:00,267,4,139,0.5205992509363296,4,14,0.0,187,80
2026-03-12 17:20:00,240,4,95,0.3958333333333333,4,24,0.0,147,93
2026-03-12 17:25:00,213,5,0,0.0,4,26,0.0,87,126
2026-03-12 17:30:00,222,5,0,0.0,4,28,0.0,86,136
2026-03-12 17:35:00,267,5,0,0.0,4,25,0.0,75,192
2026-03-12 17:40:00,387,1,0,0.0,2,0,0.0,0,387
2026-03-16 10:30:00,94,1,0,0.0,2,0,0.0,0,94
2026-03-16 10:35:00,582,1,0,0.0,2,0,0.0,0,582
2026-03-16 10:40:00,584,1,0,0.0,2,0,0.0,0,584
2026-03-16 10:45:00,584,1,0,0.0,2,0,0.0,0,584
2026-03-16 10:50:00,333,1,0,0.0,2,0,0.0,0,333
2026-03-16 10:55:00,399,2,0,0.0,2,0,0.0,108,291
2026-03-16 11:00:00,584,2,0,0.0,2,0,0.0,292,292
2026-03-16 11:05:00,584,2,0,0.0,2,0,0.0,292,292
2026-03-16 11:10:00,582,2,0,0.0,2,0,0.0,291,291
2026-03-16 11:15:00,584,2,0,0.0,2,0,0.0,292,292
2026-03-16 11:20:00,584,2,0,0.0,2,0,0.0,292,292
2026-03-16 11:25:00,542,2,0,0.0,2,0,0.0,292,250
2026-03-16 11:30:00,511,6,137,0.26810176125244617,4,121,90.0,218,293
2026-03-16 11:35:00,189,3,28,0.14814814814814814,4,37,0.0,145,44
2026-03-16 11:40:00,89,4,64,0.7191011235955056,4,39,25.0,79,10
2026-03-16 11:45:00,118,3,40,0.3389830508474576,4,7,4.0,118,0
2026-03-16 11:50:00,244,2,70,0.28688524590163933,4,52,13.0,244,0
2026-03-16 11:55:00,180,2,44,0.24444444444444444,4,0,0.0,180,0
2026-03-16 12:00:00,147,2,64,0.43537414965986393,4,0,0.0,147,0
2026-03-16 12:05:00,136,2,37,0.27205882352941174,4,0,0.0,136,0
2026-03-16 12:10:00,45,2,5,0.1111111111111111,4,0,0.0,45,0
2026-03-16 12:15:00,50,2,17,0.34,4,0,0.0,50,0
2026-03-16 12:20:00,81,2,34,0.41975308641975306,4,0,0.0,81,0
2026-03-16 12:25:00,112,1,13,0.11607142857142858,4,61,13.0,112,0
2026-03-16 12:30:00,250,1,0,0.0,4,14,0.0,250,0
2026-03-16 12:35:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 12:40:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 12:45:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-16 12:50:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 12:55:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:00:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:05:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:10:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-16 13:15:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:20:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:25:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:30:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-16 13:35:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:40:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:45:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:50:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 13:55:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-16 14:00:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:05:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:10:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:15:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:20:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-16 14:25:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:30:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:35:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:40:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-16 14:45:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:50:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 14:55:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 15:00:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-16 15:05:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-16 15:10:00,156,1,0,0.0,1,3,0.0,156,0
2026-03-16 15:15:00,170,3,27,0.1588235294117647,4,135,4.0,170,0
2026-03-16 15:20:00,91,1,18,0.1978021978021978,4,73,11.0,91,0
2026-03-16 15:25:00,12,1,6,0.5,4,0,0.0,12,0
2026-03-16 15:30:00,9,1,9,1.0,3,0,0.0,9,0
2026-03-16 15:35:00,12,1,9,0.75,3,0,0.0,12,0
2026-03-16 15:40:00,9,1,6,0.6666666666666666,3,0,0.0,9,0
2026-03-16 16:15:00,70,2,49,0.7,4,17,11.0,70,0
2026-03-16 16:20:00,102,1,32,0.3137254901960784,4,13,4.0,102,0
2026-03-16 16:25:00,172,1,22,0.12790697674418605,4,18,0.0,172,0
2026-03-16 16:30:00,109,1,10,0.09174311926605505,4,12,0.0,109,0
2026-03-16 16:35:00,177,1,10,0.05649717514124294,4,27,0.0,177,0
2026-03-16 16:40:00,159,1,0,0.0,4,24,0.0,159,0
2026-03-16 16:45:00,174,1,0,0.0,4,31,0.0,174,0
2026-03-16 16:50:00,173,1,0,0.0,4,31,0.0,173,0
2026-03-16 16:55:00,168,1,0,0.0,4,25,0.0,168,0
2026-03-16 17:00:00,158,1,0,0.0,4,25,0.0,158,0
2026-03-16 17:05:00,171,1,0,0.0,4,29,0.0,171,0
2026-03-16 17:10:00,106,1,0,0.0,4,19,0.0,106,0
2026-03-25 09:00:00,220,1,0,0.0,1,0,0.0,220,0
2026-03-25 09:05:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 09:10:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-25 09:15:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 09:20:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 09:25:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 09:30:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-25 09:35:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 09:40:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 09:45:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 09:50:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-25 09:55:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 10:00:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 10:05:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 10:10:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-25 10:15:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-25 10:20:00,251,1,33,0.13147410358565736,4,12,3.0,251,0
2026-03-25 10:25:00,67,2,19,0.2835820895522388,3,0,0.0,67,0
2026-03-25 10:40:00,36,1,0,0.0,1,36,0.0,36,0
2026-03-25 10:45:00,13,1,0,0.0,2,8,0.0,13,0
2026-03-25 12:40:00,160,2,47,0.29375,4,15,6.0,160,0
2026-03-25 12:50:00,137,1,0,0.0,1,137,0.0,137,0
2026-03-25 12:55:00,113,1,0,0.0,1,113,0.0,113,0
2026-03-25 13:40:00,43,1,0,0.0,1,43,0.0,43,0
2026-03-25 13:45:00,36,1,20,0.5555555555555556,2,0,0.0,36,0
2026-03-25 13:50:00,249,1,95,0.3815261044176707,4,0,0.0,249,0
2026-03-25 16:20:00,24,1,0,0.0,4,0,0.0,24,0
2026-03-25 16:25:00,167,3,61,0.3652694610778443,4,68,36.0,167,0
2026-03-25 16:30:00,231,3,20,0.08658008658008658,4,163,11.0,231,0
2026-03-25 16:35:00,228,3,64,0.2807017543859649,4,37,12.0,228,0
2026-03-25 16:40:00,264,2,46,0.17424242424242425,4,16,0.0,264,0
2026-03-25 16:45:00,205,2,41,0.2,4,24,3.0,205,0
2026-03-25 16:50:00,232,2,14,0.0603448275862069,4,25,0.0,232,0
2026-03-25 16:55:00,207,2,8,0.03864734299516908,4,27,0.0,207,0
2026-03-25 17:00:00,202,2,0,0.0,4,30,0.0,202,0
2026-03-25 17:05:00,190,2,0,0.0,4,27,0.0,190,0
2026-03-25 17:10:00,777,2,0,0.0,4,0,0.0,777,0
2026-03-25 17:15:00,222,1,0,0.0,3,0,0.0,222,0
2026-03-26 09:35:00,422,1,0,0.0,3,0,0.0,422,0
2026-03-26 09:40:00,876,1,0,0.0,3,0,0.0,876,0
2026-03-26 09:45:00,876,1,0,0.0,3,0,0.0,876,0
2026-03-26 09:50:00,797,1,0,0.0,3,0,0.0,797,0
2026-03-26 09:55:00,845,1,0,0.0,3,0,0.0,845,0
2026-03-26 10:00:00,876,1,0,0.0,3,0,0.0,876,0
2026-03-26 10:05:00,876,1,0,0.0,3,0,0.0,876,0
2026-03-26 10:10:00,875,1,0,0.0,3,0,0.0,875,0
2026-03-26 10:15:00,875,1,0,0.0,3,0,0.0,875,0
2026-03-26 10:20:00,839,1,0,0.0,3,0,0.0,839,0
2026-03-26 10:25:00,876,1,0,0.0,3,0,0.0,876,0
2026-03-26 10:30:00,875,1,0,0.0,3,0,0.0,875,0
2026-03-26 10:35:00,776,2,0,0.0,3,3,0.0,776,0
2026-03-26 10:40:00,513,2,0,0.0,4,131,0.0,513,0
2026-03-26 10:45:00,219,1,0,0.0,1,0,0.0,219,0
2026-03-26 10:50:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-26 10:55:00,245,2,64,0.2612244897959184,4,0,0.0,245,0
2026-03-26 11:00:00,357,2,29,0.08123249299719888,3,0,0.0,357,0
2026-03-26 11:05:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 11:10:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-26 11:15:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 11:20:00,179,1,3,0.01675977653631285,4,0,0.0,179,0
2026-03-26 11:25:00,158,1,0,0.0,1,0,0.0,158,0
2026-03-26 15:30:00,18,1,0,0.0,1,0,0.0,18,0
2026-03-26 15:35:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 15:40:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 15:45:00,217,1,0,0.0,1,0,0.0,217,0
2026-03-26 15:50:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 15:55:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 16:00:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 16:05:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-26 16:10:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 16:15:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 16:20:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-26 16:25:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 16:30:00,292,1,0,0.0,1,0,0.0,292,0
2026-03-26 16:35:00,291,1,0,0.0,1,0,0.0,291,0
2026-03-26 16:40:00,118,1,0,0.0,1,0,0.0,118,0
2026-03-26 16:50:00,8,2,3,0.375,2,0,0.0,8,0
2026-03-27 10:15:00,42,1,0,0.0,1,0,0.0,42,0
2026-03-27 14:35:00,70,1,70,1.0,2,0,0.0,70,0
2026-03-27 17:55:00,129,2,45,0.3488372093023256,4,74,13.0,129,0
2026-03-27 18:00:00,92,1,44,0.4782608695652174,4,77,35.0,92,0
2026-03-27 18:05:00,50,1,0,0.0,2,47,0.0,50,0
2026-03-27 18:10:00,46,2,22,0.4782608695652174,3,19,11.0,46,0
2026-03-30 16:05:00,28,2,0,0.0,4,9,0.0,28,0
2026-03-30 16:10:00,129,3,25,0.1937984496124031,4,48,13.0,129,0
2026-03-30 16:15:00,155,5,76,0.49032258064516127,4,61,39.0,110,45
2026-03-30 16:20:00,372,7,159,0.4274193548387097,4,90,32.0,172,200
2026-03-30 16:25:00,350,8,175,0.5,4,35,23.0,129,221
2026-03-30 16:30:00,309,5,101,0.3268608414239482,4,101,35.0,205,104
2026-03-30 16:35:00,364,7,183,0.5027472527472527,4,58,26.0,212,152
2026-03-30 16:40:00,278,6,139,0.5,4,18,15.0,134,144
2026-03-30 16:45:00,303,7,135,0.44554455445544555,4,15,9.0,149,154
2026-03-30 16:50:00,451,7,204,0.4523281596452328,4,19,13.0,254,197
2026-03-30 16:55:00,465,7,147,0.3161290322580645,4,19,3.0,302,163
2026-03-30 17:00:00,368,7,119,0.3233695652173913,4,22,7.0,254,114
2026-03-30 17:05:00,276,5,59,0.213768115942029,4,24,3.0,98,178
2026-03-30 17:10:00,240,3,42,0.175,4,25,3.0,74,166
2026-03-30 17:15:00,258,3,28,0.10852713178294573,4,24,0.0,129,129
2026-03-30 17:20:00,238,2,20,0.08403361344537816,4,24,0.0,81,157
2026-03-30 17:25:00,223,2,0,0.0,4,27,0.0,82,141
2026-03-30 17:30:00,224,2,0,0.0,4,27,0.0,89,135
2026-03-30 17:35:00,244,4,35,0.14344262295081966,4,30,6.0,115,129
2026-03-30 17:40:00,276,5,67,0.2427536231884058,4,72,35.0,108,168
2026-03-30 17:45:00,260,5,36,0.13846153846153847,4,121,13.0,157,103
2026-03-30 17:50:00,352,5,99,0.28125,4,56,15.0,294,58
2026-03-30 17:55:00,322,5,55,0.17080745341614906,4,24,0.0,159,163
2026-03-30 18:00:00,288,4,79,0.2743055555555556,4,21,3.0,158,130
2026-03-30 18:05:00,250,3,17,0.068,4,28,0.0,129,121
2026-03-30 18:10:00,226,3,0,0.0,4,25,0.0,113,113
2026-03-30 18:15:00,239,3,0,0.0,4,28,0.0,116,123
2026-03-30 18:20:00,228,3,0,0.0,4,30,0.0,112,116
2026-03-30 18:25:00,231,3,0,0.0,4,37,0.0,129,102
2026-03-30 18:30:00,226,3,0,0.0,4,30,0.0,110,116
2026-03-30 18:35:00,228,3,0,0.0,4,30,0.0,120,108
2026-03-30 18:40:00,223,3,0,0.0,4,25,0.0,110,113
2026-03-30 18:45:00,234,3,0,0.0,4,24,0.0,109,125
2026-03-30 18:50:00,220,3,0,0.0,4,35,0.0,113,107
2026-03-30 18:55:00,198,3,0,0.0,4,24,0.0,99,99
2026-03-30 19:00:00,125,2,0,0.0,2,61,0.0,125,0
2026-03-30 19:05:00,584,2,0,0.0,2,292,0.0,584,0
2026-03-30 19:10:00,584,2,0,0.0,2,292,0.0,584,0
2026-03-30 19:15:00,584,2,0,0.0,2,292,0.0,584,0
2026-03-30 19:20:00,583,2,0,0.0,2,291,0.0,583,0
2026-03-30 19:25:00,564,3,0,0.0,4,279,0.0,559,5
2026-03-30 19:30:00,216,3,0,0.0,4,24,0.0,112,104
2026-03-30 19:35:00,237,4,33,0.13924050632911392,4,25,3.0,83,154
2026-03-30 19:40:00,242,4,21,0.08677685950413223,4,24,0.0,74,168
2026-03-30 19:45:00,220,4,51,0.2318181818181818,4,15,3.0,49,171
2026-03-30 19:50:00,251,3,20,0.0796812749003984,4,25,0.0,77,174
2026-03-30 19:55:00,225,3,0,0.0,4,34,0.0,61,164
2026-03-30 20:00:00,500,3,0,0.0,4,16,0.0,155,345
2026-03-30 20:05:00,875,2,0,0.0,3,0,0.0,292,583
2026-03-30 20:10:00,857,2,0,0.0,3,0,0.0,292,565
2026-03-30 20:15:00,584,2,0,0.0,2,0,0.0,292,292
2026-03-30 20:20:00,583,2,0,0.0,2,0,0.0,291,292
2026-03-30 20:25:00,635,2,9,0.014173228346456693,4,0,0.0,204,431
2026-03-30 20:30:00,154,3,41,0.2662337662337662,4,12,3.0,121,33
2026-03-30 20:35:00,33,2,24,0.7272727272727273,2,0,0.0,33,0
2026-03-30 20:45:00,283,1,0,0.0,1,283,0.0,283,0
2026-03-30 20:50:00,292,1,0,0.0,1,292,0.0,292,0
2026-03-30 20:55:00,145,1,0,0.0,1,145,0.0,145,0
2026-03-31 08:45:00,221,1,0,0.0,1,221,0.0,221,0
2026-03-31 08:50:00,291,1,0,0.0,1,291,0.0,291,0
2026-03-31 08:55:00,292,1,0,0.0,1,292,0.0,292,0
2026-03-31 09:00:00,282,1,0,0.0,1,282,0.0,282,0
2026-03-31 09:05:00,286,1,0,0.0,1,286,0.0,286,0
2026-03-31 09:10:00,5,1,0,0.0,1,0,0.0,5,0
2026-03-31 11:55:00,34,3,22,0.6470588235294118,3,9,3.0,34,0
2026-03-31 12:00:00,152,4,74,0.4868421052631579,4,6,6.0,77,75
2026-03-31 12:30:00,56,1,0,0.0,1,56,0.0,56,0
2026-03-31 12:35:00,270,2,1,0.003703703703703704,2,4,0.0,4,266
2026-03-31 12:40:00,292,1,86,0.2945205479452055,1,0,0.0,0,292
2026-03-31 12:45:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 12:50:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 12:55:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:00:00,291,1,0,0.0,1,0,0.0,0,291
2026-03-31 13:05:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:10:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:15:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:20:00,291,1,0,0.0,1,0,0.0,0,291
2026-03-31 13:25:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:30:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:35:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:40:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:45:00,291,1,0,0.0,1,0,0.0,0,291
2026-03-31 13:50:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 13:55:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 14:00:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 14:05:00,292,1,0,0.0,1,0,0.0,0,292
2026-03-31 14:10:00,86,2,6,0.06976744186046512,3,10,6.0,10,76
2026-03-31 14:15:00,85,1,32,0.3764705882352941,4,0,0.0,85,0
2026-03-31 14:20:00,66,2,7,0.10606060606060606,1,31,0.0,66,0
2026-03-31 14:25:00,20,1,13,0.65,2,0,0.0,20,0
2026-03-31 14:35:00,30,2,21,0.7,3,0,0.0,0,30
2026-03-31 14:40:00,95,2,36,0.37894736842105264,4,0,0.0,0,95
2026-03-31 14:45:00,44,2,18,0.4090909090909091,4,0,0.0,0,44
2026-03-31 14:50:00,121,2,39,0.32231404958677684,4,0,0.0,0,121
2026-03-31 14:55:00,192,2,49,0.2552083333333333,4,0,0.0,0,192
2026-03-31 15:00:00,516,2,505,0.9786821705426356,4,0,0.0,0,516
2026-03-31 15:05:00,584,2,134,0.22945205479452055,2,0,0.0,0,584
2026-03-31 15:10:00,326,2,0,0.0,4,0,0.0,0,326
2026-03-31 15:15:00,133,4,20,0.15037593984962405,4,0,0.0,34,99
2026-03-31 15:20:00,190,3,42,0.22105263157894736,4,82,36.0,139,51
2026-03-31 15:25:00,9,1,0,0.0,2,0,0.0,9,0
2026-03-31 15:50:00,34,2,0,0.0,4,10,0.0,10,24
2026-03-31 15:55:00,113,2,0,0.0,4,64,0.0,64,49
2026-03-31 16:00:00,262,2,0,0.0,2,259,0.0,259,3
2026-03-31 16:05:00,292,1,0,0.0,1,292,0.0,292,0
2026-03-31 16:10:00,292,1,0,0.0,1,292,0.0,292,0
2026-03-31 16:15:00,291,1,0,0.0,1,291,0.0,291,0
2026-03-31 16:20:00,292,1,0,0.0,1,292,0.0,292,0
2026-03-31 16:25:00,292,1,0,0.0,1,292,0.0,292,0
2026-03-31 16:30:00,292,1,0,0.0,1,292,0.0,292,0
2026-03-31 16:35:00,247,2,0,0.0,4,227,0.0,227,20
2026-03-31 16:40:00,84,2,0,0.0,4,31,0.0,31,53
2026-03-31 16:45:00,74,2,0,0.0,4,26,0.0,26,48
2026-03-31 16:50:00,131,3,25,0.19083969465648856,4,46,13.0,83,48
2026-03-31 16:55:00,178,2,22,0.12359550561797752,4,70,11.0,137,41
2026-03-31 17:00:00,167,2,16,0.09580838323353294,4,18,0.0,142,25
2026-03-31 17:05:00,200,2,27,0.135,4,20,0.0,198,2
2026-03-31 17:10:00,189,1,8,0.042328042328042326,4,26,0.0,189,0
2026-03-31 17:15:00,203,1,1,0.0049261083743842365,4,29,0.0,203,0
2026-03-31 17:20:00,338,1,0,0.0,4,84,0.0,338,0
2026-03-31 17:25:00,638,1,0,0.0,3,214,0.0,638,0
2026-04-01 14:35:00,801,1,0,0.0,3,263,0.0,801,0
2026-04-01 14:40:00,483,1,0,0.0,4,144,0.0,483,0
2026-04-01 14:45:00,259,1,0,0.0,4,44,0.0,259,0
2026-04-01 14:50:00,287,1,0,0.0,4,69,0.0,287,0
2026-04-01 14:55:00,214,2,29,0.13551401869158877,4,48,13.0,214,0
2026-04-01 15:00:00,216,3,28,0.12962962962962962,4,55,12.0,216,0
2026-04-01 15:05:00,225,3,39,0.17333333333333334,4,58,11.0,225,0
2026-04-01 15:10:00,226,3,37,0.16371681415929204,4,56,11.0,226,0
2026-04-01 15:15:00,245,3,42,0.17142857142857143,4,21,0.0,245,0
2026-04-01 15:20:00,267,2,203,0.7602996254681648,4,12,3.0,267,0
2026-04-01 15:25:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 15:30:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 15:35:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 15:40:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-01 15:45:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 15:50:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 15:55:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:00:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:05:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-01 16:10:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:15:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:20:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:25:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:30:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:35:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-01 16:40:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:45:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:50:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 16:55:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:00:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-01 17:05:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:10:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:15:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:20:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:25:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-01 17:30:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:35:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:40:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:45:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:50:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 17:55:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-01 18:00:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 18:05:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-01 18:10:00,242,1,143,0.5909090909090909,1,0,0.0,242,0
2026-04-01 18:15:00,61,1,0,0.0,1,0,0.0,61,0
2026-04-02 11:30:00,160,1,0,0.0,1,0,0.0,160,0
2026-04-02 11:35:00,130,2,0,0.0,4,12,0.0,130,0
2026-04-02 11:40:00,45,2,7,0.15555555555555556,2,3,0.0,45,0
2026-04-02 11:45:00,3,1,0,0.0,1,3,0.0,3,0
2026-04-02 11:50:00,6,2,0,0.0,1,0,0.0,6,0
2026-04-02 11:55:00,3,1,0,0.0,1,3,0.0,3,0
2026-04-02 12:00:00,105,3,6,0.05714285714285714,4,12,0.0,105,0
2026-04-02 12:05:00,222,4,46,0.2072072072072072,4,66,26.0,222,0
2026-04-02 12:10:00,244,4,41,0.1680327868852459,4,89,12.0,244,0
2026-04-02 12:15:00,251,4,116,0.46215139442231074,4,52,10.0,251,0
2026-04-02 12:20:00,246,1,238,0.967479674796748,3,0,0.0,246,0
2026-04-02 12:25:00,210,3,24,0.11428571428571428,4,25,0.0,210,0
2026-04-02 12:30:00,291,2,284,0.9759450171821306,4,0,0.0,291,0
2026-04-02 12:35:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 12:40:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-02 12:45:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 12:50:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 12:55:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 13:00:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 13:05:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 13:10:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-02 13:15:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 13:20:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 13:25:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 13:30:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 13:35:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-02 13:40:00,206,3,76,0.36893203883495146,4,39,13.0,206,0
2026-04-02 13:45:00,213,4,35,0.1643192488262911,4,74,11.0,213,0
2026-04-02 13:50:00,228,4,42,0.18421052631578946,4,46,12.0,228,0
2026-04-02 13:55:00,293,2,292,0.9965870307167235,2,0,0.0,293,0
2026-04-02 14:00:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:05:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-02 14:10:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:15:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:20:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:25:00,291,1,291,1.0,1,0,0.0,291,0
2026-04-02 14:30:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:35:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:40:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:45:00,292,1,292,1.0,1,0,0.0,292,0
2026-04-02 14:50:00,291,1,291,1.0,1,0,0.0,291,0
